unique_id,date,title,company,type,experience,salary,interview_difficulty
132932530197728,6/8/2022,database engineer,Apple,Tech,3,62470,80.56
132932530196768,5/12/2022,eletrician,Siemens,non-Tech,1,80097,97.21
132932530196624,5/14/2022,eletrician,Siemens,non-Tech,1,65258,99.74
132932530195280,5/18/2022,database engineer,Apple,Tech,2,78183,81.64
132932530199552,7/17/2022,eletrician,Siemens,non-Tech,2,70413.94240055831,89.01
132932530201040,6/18/2022,platform engineer,Apple,Tech,2,62965,96.89
132932530197776,8/15/2022,eletrician,Siemens,non-Tech,3,64514,85.82
132932530202816,6/25/2022,eletrician,Siemens,non-Tech,1,65122,90.66
132932530201760,4/19/2022,devops engineer,Apple,Tech,1,75557,99.68
132932530197440,7/14/2022,eletrician,Siemens,non-Tech,3,70039,81.92
132932530196096,6/9/2022,trainee,Siemens,non-Tech,1,64177,98.31
132932530197344,6/4/2022,platform engineer,Apple,Tech,2,81699,92.27
132932530195040,7/13/2022,platform engineer,Apple,Tech,2,67599,98.29
132932530203920,5/3/2022,platform engineer,Apple,Tech,2,90934,80.91
132932530197488,5/29/2022,platform engineer,Apple,Tech,1,62918,97.61
132932530198880,7/6/2022,eletrician,Siemens,non-Tech,2,86211,95.17
132932530197824,4/18/2022,trainee,Siemens,non-Tech,2,62232,93.8
132932530198736,4/23/2022,platform engineer,Apple,Tech,2,63039,92.99
132932530195136,5/2/2022,eletrician,Siemens,non-Tech,1,73539,88.26
132932530196240,5/15/2022,eletrician,Siemens,non-Tech,2,79107,74.9
132932530193744,3/12/2022,eletrician,Siemens,non-Tech,3,66303,97.19
132932530197680,7/17/2022,database engineer,Apple,Tech,2,70333,98.59
132932530193600,3/19/2022,trainee,Siemens,non-Tech,2,78506,87.45
132932530196144,4/1/2022,database engineer,Apple,Tech,1,68228,87.52
132932530195616,11/11/2022,database engineer,Apple,Tech,2,67517,96.79
132932530201616,9/22/2022,platform engineer,Apple,Tech,3,65431,78.36
132932530197392,8/2/2022,trainee,Siemens,non-Tech,1,80029,78.51
132932530200704,5/18/2022,eletrician,Siemens,non-Tech,2,67043,89.98
132932530200608,5/12/2022,platform engineer,Apple,Tech,1,70413.94240055831,85.76
132932530200560,10/27/2022,platform engineer,Apple,Tech,1,64177,87.89
132932530198976,5/14/2022,devops engineer,Apple,Tech,2,71719,75.45
132932530195520,10/23/2022,designer,Boeing,non-Tech,2,64710,86.87
132932530199600,10/12/2022,trainee,Siemens,non-Tech,3,62227,89.89230176260445
132932530195664,8/17/2022,designer,Boeing,non-Tech,2,65012,99.12
132932530197296,5/15/2022,trainee,Siemens,non-Tech,1,61846,85.71
132932530200656,10/18/2022,platform engineer,Apple,Tech,2,61295,95.91
132932530199648,6/3/2022,eletrician,Siemens,non-Tech,1,60119,96.99
132932530197872,11/19/2022,database engineer,Apple,Tech,1,78392,76.79
132932530204448,7/23/2022,platform engineer,Apple,Tech,2,80762,91.5
132932530198016,4/24/2022,eletrician,Siemens,non-Tech,1,60517,86.17
132932530195712,8/8/2022,trainee,Siemens,non-Tech,1,61753,75.48
132932530197248,10/10/2022,platform engineer,Apple,Tech,2,69408,98.23
132932530198592,2/20/2022,platform engineer,Apple,Tech,3,80196,90.13
132932530201712,6/16/2022,platform engineer,Apple,Tech,2,69571,76.33
132932530206224,8/13/2022,eletrician,Siemens,non-Tech,2,74438,98.53
132932530199504,7/24/2022,database engineer,Apple,Tech,2,69982,91.48
132932530198688,5/18/2022,database engineer,Apple,Tech,2,78329,63.22
132932530202864,9/27/2022,eletrician,Siemens,non-Tech,1,61591,97.43
132932530201520,9/3/2022,eletrician,Siemens,non-Tech,1,70069,98.7
132932530198448,6/12/2022,database engineer,Apple,Tech,2,64817,90.43
132932530193648,6/4/2022,database engineer,Apple,Tech,1,71655,80.94
132932530207424,10/31/2022,database engineer,Apple,Tech,3,71767,89.41
132932530193840,6/27/2022,trainee,Siemens,non-Tech,2,67871,91.38
132932530199120,11/23/2022,database engineer,Apple,Tech,2,91407,81.01
132932530196192,3/1/2022,trainee,Siemens,non-Tech,3,74495,81.52
132932530197920,7/2/2022,mechanic,Siemens,non-Tech,3,71055,93.59
132932530204112,7/17/2022,trainee,Siemens,non-Tech,2,63765,86.39
132932530203776,6/24/2022,trainee,Siemens,non-Tech,4,66652,80.74
132932530203104,5/30/2022,trainee,Boeing,non-Tech,4,80023,99.61
132932530201472,8/21/2022,trainee,Siemens,non-Tech,3,70413.94240055831,91.57
132932530203632,10/15/2022,trainee,Siemens,non-Tech,4,62031,84.97
132932530203200,6/20/2022,eletrician,Siemens,non-Tech,2,73874,95.95
132932530194032,10/23/2022,eletrician,Siemens,non-Tech,4,66284,82.43
132932530203728,5/26/2022,platform engineer,Apple,Tech,2,75701,81.42
132932530198784,12/12/2022,platform engineer,Apple,Tech,2,61240,89.89230176260445
132932530201184,6/1/2022,platform engineer,Apple,Tech,2,69689,89.86
132932530200080,11/13/2022,eletrician,Siemens,non-Tech,1,81208,95.48
132932530200752,5/18/2022,database engineer,Apple,Tech,2,74789,92.91
132932530200320,12/22/2022,database engineer,Apple,Tech,1,65444,89.89230176260445
132932530199840,9/29/2022,platform engineer,Apple,Tech,3,63169,92.68
132932530199264,9/15/2022,trainee,Siemens,non-Tech,1,66501,98.18
132932530199216,8/26/2022,platform engineer,Apple,Tech,1,66502,99.61
132932530200416,9/15/2022,eletrician,Siemens,non-Tech,2,86325,85.63
132932530200272,4/1/2022,platform engineer,Apple,Tech,2,81831,86.31
132932530199072,5/1/2022,designer,Boeing,non-Tech,5,71258,91.52
132932530196576,8/11/2022,platform engineer,Apple,Tech,1,66406,84.62
132932530208672,8/23/2022,trainee,Siemens,non-Tech,1,68676,89.89230176260445
132932530199744,10/22/2022,database engineer,Apple,Tech,2,60964,92.8
132932530199024,10/6/2022,database engineer,Apple,Tech,3,83060,95.12
132932530208576,1/5/2022,platform engineer,Apple,Tech,2,70413.94240055831,83.35
132932530206656,10/20/2022,devops engineer,Apple,Tech,3,60181,95.07
132932530206752,6/4/2022,eletrician,Siemens,non-Tech,2,62498,75.67
132932530200800,6/25/2022,platform engineer,Apple,Tech,2,77277,95.13
132932530208528,7/9/2022,trainee,Siemens,non-Tech,2,83012,96.23
132932530206608,11/8/2022,database engineer,Apple,Tech,2,68628,89.89230176260445
132932530206272,8/7/2022,trainee,Siemens,non-Tech,2,74483,77.62
132932530198928,3/9/2022,trainee,Siemens,non-Tech,1,64766,95.28
132932530206560,4/30/2022,eletrician,Siemens,non-Tech,2,64997,99.41
132932530206704,8/20/2022,eletrician,Siemens,non-Tech,2,88902,81.88
132932530195472,3/1/2022,platform engineer,Apple,Tech,2,70590,89.6
132932530195184,10/13/2022,trainee,Siemens,non-Tech,1,60064,96.56
132932530195328,10/18/2022,devops engineer,Apple,Tech,1,75209,25.82894805676172
132932530206416,2/19/2022,eletrician,Siemens,non-Tech,2,65694,72.62
132932530199312,4/27/2022,database engineer,Apple,Tech,2,63090,98.3
132932530196288,7/30/2022,devops engineer,Apple,Tech,1,75033,91.65
132932530194080,6/4/2022,eletrician,Siemens,non-Tech,1,67664,88.26
132932530194272,3/13/2022,platform engineer,Apple,Tech,1,64258,96.7
132932530193552,6/14/2022,platform engineer,Apple,Tech,2,72983,99.47
132932530194752,6/4/2022,eletrician,Siemens,non-Tech,1,84361,94.97
132932530194944,6/26/2022,database engineer,Apple,Tech,1,63607,99.44
132932530197056,5/15/2022,trainee,Siemens,non-Tech,2,65827,72.88
132932530197104,4/10/2022,database engineer,Apple,Tech,2,83817,83.67
132932530197152,6/16/2022,trainee,Siemens,non-Tech,2,83830,99.67
132932530197200,6/29/2022,eletrician,Siemens,non-Tech,2,72780,89.3
132932530200464,5/25/2022,platform engineer,Apple,Tech,2,62345,96.13
132932530202624,9/11/2022,trainee,Siemens,non-Tech,1,77894,95.85
132932530198256,8/3/2022,eletrician,Siemens,non-Tech,2,78721,92.67
132932530200032,8/24/2022,eletrician,Siemens,non-Tech,2,60672,91.93
132932530195376,7/23/2022,database engineer,Apple,Tech,1,66917,89.89230176260445
132932530196000,9/23/2022,platform engineer,Apple,Tech,1,77338,89.73
132932530198208,5/27/2022,trainee,Siemens,non-Tech,1,64908,93.78
132932530199936,7/15/2022,database engineer,Apple,Tech,1,60802,86.18
132932530200944,10/6/2022,eletrician,Siemens,non-Tech,4,83339,85.74
132932530202960,3/28/2022,database engineer,Apple,Tech,1,68491,96.83
132932530202912,2/20/2022,eletrician,Siemens,non-Tech,2,60930,86.28
132932530199984,6/6/2022,eletrician,Siemens,non-Tech,1,66859,87.96
132932530201328,5/5/2022,trainee,Siemens,non-Tech,3,61108,74.51
132932530203872,8/8/2022,database engineer,Apple,Tech,2,78852,97.78
132932530199888,10/21/2022,eletrician,Siemens,non-Tech,3,62032,80.89
132932530200992,2/8/2022,platform engineer,Apple,Tech,4,67493,88.04
132932530200896,8/1/2022,trainee,Boeing,non-Tech,2,63994,85.67
132932530204016,9/9/2022,designer,Boeing,non-Tech,1,60420,94.17
132932530204160,6/6/2022,eletrician,Siemens,non-Tech,4,60267,90.1
132932530201136,11/1/2022,trainee,Siemens,non-Tech,1,74941,72.16
132932530201088,9/25/2022,eletrician,Siemens,non-Tech,2,63745,80.81
132932530203968,7/28/2022,eletrician,Siemens,non-Tech,3,61880,66.71
132932530196336,7/26/2022,platform engineer,Apple,Tech,1,63386,86.99
132932530196480,4/10/2022,trainee,Siemens,non-Tech,3,68343,96.99
132932530204064,2/2/2022,eletrician,Siemens,non-Tech,2,82834,93.97
132932530203824,8/23/2022,eletrician,Siemens,non-Tech,1,81421,93.59
132932530196384,5/10/2022,database engineer,Apple,Tech,1,60247,75.73
132932530196432,2/12/2022,platform engineer,Apple,Tech,3,76155,90.38
132932530193792,9/29/2022,database engineer,Apple,Tech,3,77055,95.63
132932530195760,6/4/2022,trainee,Siemens,non-Tech,3,71705,95.86
132932530201376,10/21/2022,trainee,Siemens,non-Tech,2,65814,96.24
132932530193936,4/18/2022,devops engineer,Apple,Tech,2,77390,93.27
132932530202576,5/21/2022,eletrician,Siemens,non-Tech,4,72508,97.78
132932530203008,9/28/2022,platform engineer,Apple,Tech,2,65524,96.95
132932530201568,5/30/2022,platform engineer,Apple,Tech,2,78084,99.55
132932530202672,4/10/2022,designer,Boeing,non-Tech,1,75377,98.74
132932530204400,6/7/2022,trainee,Siemens,non-Tech,1,72176,96.78
132932530204208,5/20/2022,eletrician,Siemens,non-Tech,3,67428,98.3
132932530204496,8/3/2022,eletrician,Siemens,non-Tech,2,70358,93.78
132932530204544,3/17/2022,designer,Boeing,non-Tech,3,67477,91.96
132932530193888,10/28/2022,platform engineer,Apple,Tech,2,74677,95.23
132932530200848,9/7/2022,designer,Boeing,non-Tech,2,68482,92.01
132932530195424,7/21/2022,platform engineer,Apple,Tech,2,70413.94240055831,96.98
132932530199696,8/23/2022,database engineer,Apple,Tech,1,70413.94240055831,87.78
132932530199168,8/22/2022,eletrician,Siemens,non-Tech,2,74387,90.41
132932530199360,4/10/2022,platform engineer,Apple,Tech,3,77724,96.73
132932530199408,8/14/2022,database engineer,Apple,Tech,1,84459,92.92
132932530199456,7/27/2022,platform engineer,Apple,Tech,3,60781,97.65
132932530208624,3/31/2022,trainee,Siemens,non-Tech,1,73099,73.93
132932530208720,8/31/2022,trainee,Boeing,non-Tech,1,77630,72.08
132932530203680,5/16/2022,platform engineer,Apple,Tech,2,80928,87.59
132932530198640,6/26/2022,database engineer,Apple,Tech,3,63858,93.61
132932530196048,5/5/2022,platform engineer,Apple,Tech,1,61887,97.81
132932530195232,1/4/2022,trainee,Siemens,non-Tech,1,82404,73.04
132932530201664,12/10/2022,eletrician,Siemens,non-Tech,1,65725,78.29
132932530197008,8/21/2022,trainee,Siemens,non-Tech,1,69226,94.82
132932530196960,8/17/2022,eletrician,Siemens,non-Tech,1,67774,87.06
132932530196912,6/4/2022,trainee,Siemens,non-Tech,1,84053,96.87
132932530196864,8/13/2022,eletrician,Siemens,non-Tech,2,76751,95.82
132932530196816,10/1/2022,trainee,Siemens,non-Tech,2,62691,99.98
132932530196720,5/2/2022,trainee,Siemens,non-Tech,1,65332,99.78
132932530196672,7/27/2022,designer,Boeing,non-Tech,2,74266,91.9
132932530201232,2/1/2022,eletrician,Siemens,non-Tech,3,80918,99.42
132932530201280,6/2/2022,platform engineer,Apple,Tech,1,62540,89.93
132932530195952,11/29/2022,trainee,Siemens,non-Tech,2,64950,92.89
132932530193696,2/4/2022,trainee,Boeing,non-Tech,1,66746,85.62
132932530196528,12/22/2022,eletrician,Siemens,non-Tech,1,79685,99.92
132932530200368,5/23/2022,devops engineer,Apple,Tech,2,72802,85.61
132932530204592,3/15/2022,eletrician,Siemens,non-Tech,2,77442,99.72
132932530204736,10/15/2022,platform engineer,Apple,Tech,2,66262,97.15
132932530195808,8/3/2022,trainee,Siemens,non-Tech,2,61551,95.91
132932509559792,12/29/2022,trainee,Siemens,non-Tech,3,72702,85.42
132932509560416,3/26/2022,platform engineer,Apple,Tech,2,75042,81.66
132932509561136,2/6/2022,platform engineer,Apple,Tech,2,79509,92.39
132932509562048,2/3/2022,eletrician,Siemens,non-Tech,1,67283,85.27
132932509560944,10/16/2022,database engineer,Apple,Tech,4,60646,97.06
132932509560464,7/20/2022,database engineer,Apple,Tech,4,65351,75.03
132932509562000,11/26/2022,platform engineer,Apple,Tech,1,89293,93.46
132932509561952,3/12/2022,database engineer,Apple,Tech,3,71497,95.72
132932509561424,6/7/2022,trainee,Siemens,non-Tech,2,83544,99.39
132932509561712,11/22/2022,eletrician,Siemens,non-Tech,2,70538,96.59
132932509561664,3/11/2022,platform engineer,Apple,Tech,2,61545,92.54
132932509561808,7/11/2022,platform engineer,Apple,Tech,1,67302,84.19
132932509560992,7/15/2022,mechanic,Siemens,non-Tech,2,62274,66.4
132932509561040,5/19/2022,platform engineer,Apple,Tech,1,70707,91.92
132932509561376,6/17/2022,database engineer,Apple,Tech,1,65484,79.42
132932509561328,8/22/2022,eletrician,Siemens,non-Tech,2,78817,94.19
132932509560128,5/23/2022,eletrician,Siemens,non-Tech,3,66153,71.18
132932509559888,7/29/2022,trainee,Siemens,non-Tech,1,68617,89.5
132932509562096,5/26/2022,mechanic,Siemens,non-Tech,2,70413.94240055831,92.91
132932509561904,8/5/2022,platform engineer,Apple,Tech,1,72675,65.82
132932509559552,7/6/2022,platform engineer,Apple,Tech,2,78019,97.91
132932509548608,6/5/2022,eletrician,Siemens,non-Tech,2,65651,97.46
132932509548656,8/6/2022,platform engineer,Apple,Tech,1,62001,92.62
132932509548704,5/7/2022,eletrician,Siemens,non-Tech,1,75148,81.26
132932509548752,12/3/2022,mechanic,Siemens,non-Tech,1,67059,83.54
132932509548800,4/29/2022,trainee,Siemens,non-Tech,1,66576,96.48
132932509548848,4/30/2022,trainee,Siemens,non-Tech,2,72624,91.41
132932509548896,2/16/2022,platform engineer,Apple,Tech,1,60859,92.95
132932509548944,6/22/2022,platform engineer,Apple,Tech,2,60544,84.14
132932509548992,7/21/2022,database engineer,Apple,Tech,1,79654,87.05
132932509549040,6/4/2022,trainee,Siemens,non-Tech,3,75913,90.69
132932509549088,6/14/2022,trainee,Siemens,non-Tech,1,66252,87.17
132932509549136,9/12/2022,platform engineer,Apple,Tech,1,69471,75.9
132932509549184,4/19/2022,eletrician,Siemens,non-Tech,2,63071,93.32
132932509549232,9/22/2022,database engineer,Apple,Tech,2,64264,81.86
132932509549280,8/3/2022,eletrician,Siemens,non-Tech,2,70465,92.81
132932509549328,3/22/2022,devops engineer,Apple,Tech,2,64590,96.2
132932509549376,4/26/2022,trainee,Siemens,non-Tech,1,65624,98.99
132932509549424,6/7/2022,eletrician,Siemens,non-Tech,1,75554,91.14
132932509549472,8/4/2022,platform engineer,Apple,Tech,2,73177,95.36
132932509549520,9/7/2022,trainee,Siemens,non-Tech,2,65238,91.21
132932509549568,9/21/2022,eletrician,Siemens,non-Tech,2,61747,86.61
132932509549616,6/4/2022,mechanic,Siemens,non-Tech,4,66410,95.64
132932509549664,10/19/2022,trainee,Siemens,non-Tech,1,63289,96.79
132932509549712,9/5/2022,trainee,Siemens,non-Tech,1,65127,93.75
132932509549760,7/9/2022,database engineer,Apple,Tech,2,80689,94.15
132932509549808,9/8/2022,eletrician,Siemens,non-Tech,3,81207,90.96
132932509549856,8/29/2022,trainee,Siemens,non-Tech,2,72731,94.66
132932509549904,6/4/2022,trainee,Siemens,non-Tech,1,65133,98.32
132932509549952,7/10/2022,eletrician,Siemens,non-Tech,2,72428,64.59
132932509550000,3/2/2022,trainee,Siemens,non-Tech,3,74347,64.07
132932509550048,7/28/2022,trainee,Siemens,non-Tech,3,86642,73.95
132932509550096,10/9/2022,eletrician,Siemens,non-Tech,3,62498,87.94
132932509550144,7/18/2022,database engineer,Apple,Tech,3,63910,99.93
132932509550192,3/23/2022,trainee,Siemens,non-Tech,2,66637,94.53
132932509550240,9/24/2022,database engineer,Apple,Tech,2,65062,89.41
132932509550288,8/29/2022,database engineer,Apple,Tech,3,91068,87.22
132932509550336,8/10/2022,database engineer,Apple,Tech,3,69682,80
132932509550384,4/19/2022,platform engineer,Apple,Tech,2,61368,82.3
132932509550432,7/28/2022,platform engineer,Apple,Tech,3,69746,82.57
132932509550480,4/11/2022,trainee,Siemens,non-Tech,2,76900,84.29
132932509550528,4/16/2022,trainee,Siemens,non-Tech,1,64905,93.03
132932509550576,8/28/2022,trainee,Siemens,non-Tech,1,69188,78.34
132932509550624,6/7/2022,trainee,Siemens,non-Tech,1,71527,72.67
132932509550672,6/4/2022,trainee,Siemens,non-Tech,2,65721,98.26
132932509550720,4/23/2022,database engineer,Apple,Tech,1,64834,80.04
132932509550768,7/20/2022,database engineer,Apple,Tech,2,77061,96.42
132932509550816,6/22/2022,designer,Boeing,non-Tech,2,60863,85.09
132932509550864,6/4/2022,trainee,Siemens,non-Tech,1,61662,96.3
132932509550912,8/8/2022,database engineer,Apple,Tech,1,85651,71.43
132932509550960,9/8/2022,trainee,Siemens,non-Tech,2,90406,94.93
132932509551008,5/28/2022,devops engineer,Apple,Tech,2,70413.94240055831,90.02
132932509551056,8/7/2022,platform engineer,Apple,Tech,2,72015,98.12
132932509551104,10/30/2022,eletrician,Siemens,non-Tech,1,69139,99.39
132932509551152,8/4/2022,trainee,Siemens,non-Tech,2,60615,97.36
132932509551200,6/11/2022,platform engineer,Apple,Tech,1,63148,83.34
132932509551248,7/12/2022,trainee,Siemens,non-Tech,3,68160,97.22
132932509551296,6/28/2022,platform engineer,Apple,Tech,3,76291,89.89230176260445
132932509551344,11/10/2022,eletrician,Siemens,non-Tech,2,63835,71.25
132932509551392,10/10/2022,designer,Boeing,non-Tech,2,77099,97.84
132932509551440,8/1/2022,trainee,Siemens,non-Tech,2,88657,95.96
132932509551488,12/5/2022,database engineer,Apple,Tech,3,61156,87.82
132932509551536,7/11/2022,database engineer,Apple,Tech,1,81056,95.37
132932509551584,6/9/2022,database engineer,Apple,Tech,2,64984,99.49
132932509551632,9/27/2022,trainee,Siemens,non-Tech,2,71759,81.36
132932509551680,6/26/2022,designer,Boeing,non-Tech,5,67570,95.85
132932509551728,3/30/2022,eletrician,Siemens,non-Tech,2,62893,98.26
132932509551776,3/27/2022,database engineer,Apple,Tech,3,73426,81.94
132932509551824,4/5/2022,database engineer,Apple,Tech,2,79997,77.82
132932509551872,9/15/2022,eletrician,Siemens,non-Tech,3,75958,92.28
132932509551920,10/1/2022,database engineer,Apple,Tech,2,79030,99.25
132932509551968,5/11/2022,mechanic,Boeing,non-Tech,1,65219,98.88
132932509552016,6/4/2022,platform engineer,Apple,Tech,3,64475,93.43
132932509552064,3/31/2022,eletrician,Siemens,non-Tech,3,68234,91.51
132932509552112,8/31/2022,platform engineer,Apple,Tech,3,60388,97.97
132932509552160,7/15/2022,trainee,Siemens,non-Tech,1,77446,89.89230176260445
132932509552208,6/11/2022,eletrician,Siemens,non-Tech,3,66147,97.18
132932509552256,6/3/2022,eletrician,Siemens,non-Tech,2,65666,91.83
132932509552304,9/13/2022,eletrician,Siemens,non-Tech,1,69262,82.82
132932509552352,2/27/2022,trainee,Siemens,non-Tech,3,65838,99.02
132932509552400,6/4/2022,mechanic,Siemens,non-Tech,3,64611,97.69
132932509552448,7/28/2022,platform engineer,Apple,Tech,3,64129,90.13
132932509552496,9/29/2022,trainee,Siemens,non-Tech,1,76950,99.19
132932509552544,6/21/2022,devops engineer,Apple,Tech,2,61208,89.89230176260445
132932509552592,7/30/2022,trainee,Siemens,non-Tech,3,61972,97.83
132932509552640,12/14/2022,eletrician,Siemens,non-Tech,1,64506,89.89230176260445
132932509552688,5/14/2022,trainee,Siemens,non-Tech,2,65421,77.75
132932509552736,5/16/2022,eletrician,Siemens,non-Tech,2,72536,68.32
132932509552784,4/18/2022,trainee,Siemens,non-Tech,1,70413.94240055831,82.66
132932509552832,11/14/2022,trainee,Siemens,non-Tech,2,72449,75.93
132932509552880,11/2/2022,mechanic,Siemens,non-Tech,1,66249,94.67
132932509552928,2/26/2022,platform engineer,Apple,Tech,1,64619,91.62
132932509552976,10/16/2022,trainee,Siemens,non-Tech,2,77856,72.54
132932509553024,9/10/2022,eletrician,Siemens,non-Tech,1,71566,90.84
132932509553072,3/17/2022,platform engineer,Apple,Tech,2,64666,89.92
132932509553120,10/25/2022,trainee,Boeing,non-Tech,2,72057,89.89230176260445
132932509553168,10/21/2022,platform engineer,Apple,Tech,1,72499,90.99
132932509553216,6/14/2022,database engineer,Apple,Tech,1,71279,92.08
132932509553264,3/14/2022,eletrician,Siemens,non-Tech,3,79164,90.16
132932509553312,6/19/2022,database engineer,Apple,Tech,3,68736,95.91
132932509553360,9/9/2022,database engineer,Apple,Tech,1,63033,83.55
132932509553408,2/16/2022,database engineer,Apple,Tech,3,63610,94.52
132932509553456,9/27/2022,database engineer,Apple,Tech,1,75973,96.6
132932509553504,5/8/2022,trainee,Siemens,non-Tech,2,62050,94.96
132932509553552,7/28/2022,trainee,Siemens,non-Tech,2,63352,96.45
132932509553600,2/7/2022,database engineer,Apple,Tech,2,77679,95.04
132932509553648,6/16/2022,trainee,Siemens,non-Tech,1,61843,82.81
132932509553696,7/15/2022,trainee,Siemens,non-Tech,2,61598,83.63
132932509553744,3/17/2022,eletrician,Siemens,non-Tech,1,79473,98.01
132932509553792,12/8/2022,database engineer,Apple,Tech,4,85513,89.89230176260445
132932509553840,6/4/2022,trainee,Siemens,non-Tech,3,72577,98.88
132932509553888,4/6/2022,database engineer,Apple,Tech,1,70091,87.01
132932509553936,6/4/2022,database engineer,Apple,Tech,1,70667,76.39
132932509553984,3/7/2022,database engineer,Apple,Tech,2,69461,96.15
132932509554032,11/4/2022,platform engineer,Apple,Tech,2,90453,80.37
132932509554080,4/8/2022,designer,Boeing,non-Tech,3,78232,97.3
132932509554128,3/30/2022,database engineer,Apple,Tech,1,76905,83.58
132932509554176,6/4/2022,designer,Boeing,non-Tech,2,70870,85.98
132932509554224,11/2/2022,platform engineer,Apple,Tech,2,84609,90.86
132932509554272,7/20/2022,database engineer,Apple,Tech,2,67632,75.55
132932509554320,3/29/2022,designer,Boeing,non-Tech,1,63997,96.86
132932509554368,8/8/2022,database engineer,Apple,Tech,2,92816,68.35
132932509554416,6/4/2022,platform engineer,Apple,Tech,1,63858,90.37
132932509554464,7/16/2022,platform engineer,Apple,Tech,1,60207,97.24
132932509554512,4/17/2022,designer,Boeing,non-Tech,1,68671,90.63
132932509554560,5/2/2022,database engineer,Apple,Tech,3,64150,97.8
132932509554608,8/30/2022,trainee,Siemens,non-Tech,1,94004,84.03
132932509554656,7/14/2022,trainee,Siemens,non-Tech,1,70094,96
132932509554704,11/15/2022,trainee,Siemens,non-Tech,1,65528,81.52
132932509554752,3/25/2022,trainee,Siemens,non-Tech,2,76488,87.66
132932509554800,5/2/2022,trainee,Siemens,non-Tech,3,77460,74.76
132932509554848,10/18/2022,database engineer,Apple,Tech,3,68598,86.32
132932509554896,5/6/2022,trainee,Siemens,non-Tech,1,79536,97.24
132932509554944,10/31/2022,eletrician,Siemens,non-Tech,1,86899,91.9
132932509554992,6/4/2022,database engineer,Apple,Tech,3,75632,95.11
132932509555040,3/16/2022,trainee,Siemens,non-Tech,2,71500,80.23
132932509555088,11/22/2022,eletrician,Siemens,non-Tech,2,62118,98.13
132932509555136,6/4/2022,trainee,Siemens,non-Tech,2,60215,88.21
132932509555184,4/9/2022,mechanic,Boeing,non-Tech,1,62231,97.91
132932509555232,4/2/2022,trainee,Siemens,non-Tech,1,65370,96.34
132932509555280,5/19/2022,trainee,Siemens,non-Tech,3,81825,90.82
132932509555328,4/28/2022,platform engineer,Apple,Tech,1,81189,97.27
132932509555376,7/13/2022,trainee,Siemens,non-Tech,4,72192,88.11
132932509555424,4/23/2022,database engineer,Apple,Tech,2,61063,94.11
132932509555472,5/9/2022,database engineer,Apple,Tech,2,80587,86.93
132932509555520,7/17/2022,trainee,Siemens,non-Tech,2,72746,86.2
132932509555568,11/12/2022,devops engineer,Apple,Tech,1,64736,96.2
132932509555616,4/25/2022,devops engineer,Apple,Tech,3,76027,81.16
132932509555664,8/28/2022,trainee,Siemens,non-Tech,1,67666,95.05
132932509555712,6/16/2022,eletrician,Siemens,non-Tech,1,65014,80.2
132932509555760,6/13/2022,designer,Boeing,non-Tech,2,67412,96.21
132932509555808,8/29/2022,trainee,Siemens,non-Tech,2,60404,90.89
132932509555856,9/15/2022,designer,Boeing,non-Tech,1,63850,99.97
132932509555904,4/4/2022,database engineer,Apple,Tech,3,71525,86.18
132932509555952,8/8/2022,trainee,Siemens,non-Tech,2,83089,95.47
132932509556000,9/16/2022,eletrician,Siemens,non-Tech,4,60761,99.17
132932509556048,8/8/2022,devops engineer,Apple,Tech,2,73950,93.33
132932509556096,5/25/2022,platform engineer,Apple,Tech,2,70242,95.78
132932509556144,6/29/2022,trainee,Siemens,non-Tech,3,60243,93.14
132932509556192,2/28/2022,platform engineer,Apple,Tech,3,77843,68.37
132932509556240,7/29/2022,database engineer,Apple,Tech,1,70413.94240055831,90
132932509556288,10/8/2022,trainee,Siemens,non-Tech,1,91360,89.53
132932509556336,7/28/2022,trainee,Siemens,non-Tech,2,70601,93.95
132932509556384,4/5/2022,platform engineer,Apple,Tech,1,64132,75.47
132932509556432,9/10/2022,platform engineer,Apple,Tech,1,82275,99.79
132932509556480,5/1/2022,devops engineer,Apple,Tech,2,61508,89.59
132932509556528,6/20/2022,mechanic,Siemens,non-Tech,2,77232,97.26
132932509556576,10/8/2022,eletrician,Siemens,non-Tech,3,62402,99.2
132932509556624,11/8/2022,eletrician,Siemens,non-Tech,2,70413.94240055831,94.29
132932509556672,4/30/2022,trainee,Siemens,non-Tech,2,63388,82.61
132932509556720,6/11/2022,database engineer,Apple,Tech,2,70413.94240055831,92.53
132932509556768,5/9/2022,eletrician,Siemens,non-Tech,1,68900,85.24
132932509556816,9/2/2022,trainee,Boeing,non-Tech,2,67359,90.22
132932509556864,7/3/2022,platform engineer,Apple,Tech,2,75324,92.31
132932509556912,10/27/2022,platform engineer,Apple,Tech,1,63232,81.2
132932509556960,4/24/2022,trainee,Siemens,non-Tech,1,71454,80.92
132932509557008,5/19/2022,eletrician,Siemens,non-Tech,2,69504,99.63
132932509557056,5/6/2022,database engineer,Apple,Tech,1,76738,78.19
132932509557104,2/25/2022,platform engineer,Apple,Tech,2,74603,88.03
132932509557152,8/21/2022,platform engineer,Apple,Tech,1,78588,88
132932509557200,6/13/2022,eletrician,Siemens,non-Tech,3,70413.94240055831,78.22
132932509557248,4/11/2022,trainee,Boeing,non-Tech,1,79362,99.87
132932509557296,2/22/2022,trainee,Siemens,non-Tech,3,72289,89.89230176260445
